Course,Enrollment Date (UTC TimeZone),Started Date (UTC TimeZone),Completion Date (UTC TimeZone),Status,Progress %,Time Spent(minutes),Quiz_score,Centre Number,Centre Country,Completion Comment
BTEC Bitesize Module 10: Eligibility (2023/24),5/6/25 13:15,,,Not Started,0,0,,,UK,
BTEC Bitesize Module 1: Intro to BTEC (2023/24),3/1/24 9:04,3/1/24 9:04,3/1/24 9:32,Completed,100,42.45,40,,UK,
BTEC Bitesize Module 2: Registrations (2023/24),3/1/24 9:33,3/1/24 9:33,3/1/24 9:56,Completed,100,66.47,30,,UK,
BTEC Bitesize Module 4: BTEC Amendments (2023/24) UK centres,3/1/24 10:18,3/1/24 10:18,3/1/24 10:48,Completed,100,29.2,30,,UK,
BTEC Bitesize Module 9 - Making Claims (BTEC Results Reporting) (2023/24) Int'l,5/6/25 13:15,,,Not Started,0,0,,,UK,
BTEC Post results External 2023,5/6/25 13:15,,,Not Started,0,0,,,UK,
CS: New Starter: Introduction to iSeries,5/6/25 13:15,,,Not Started,0,0,,,UK,
CS: New Starter: Navigating around IQS,5/6/25 13:15,,,Not Started,0,0,,,UK,
CS: New Starter: Project & Other Qualifications,5/6/25 13:15,,,Not Started,0,0,,,UK,
CS: New Starter: Vocational Qualifications Follow On,5/6/25 13:15,,,Not Started,0,0,,,UK,
GQ Bitesize (UK) Module 5: NEA 2023-2024,4/3/24 7:46,,,Not Started,0,0,,,UK,
GQ Post results External 2023,5/6/25 13:15,,,Not Started,0,0,,,UK,
International GQ Bitesize  Module 1: Introduction 2023/2024,4/3/24 7:46,,,Not Started,0,0,,,UK,
International GQ Bitesize  Module 2: Entries 2023/2024,4/3/24 7:46,,,Not Started,0,0,,,UK,
International GQ Bitesize  Module 5: Amendments & Eligibility 2023-2024 ,5/6/25 13:15,,,Not Started,0,0,,,UK,
International VQ Learner Tracking Briefing,5/6/25 13:15,,,Not Started,0,0,,,UK,
Learner Work Transfer - January 2024 Session ,1/4/24 10:16,3/1/24 14:46,3/1/24 14:49,Completed,100,27.35,8,,UK,
"Security Checks For Calls, Emails & Chat 2024",4/3/24 7:46,4/5/24 12:44,4/5/24 12:57,Completed,100,9.57,9,,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,4/29/25 10:48,4/29/25 14:02,Completed,100,194.43,,34529,UK,
Exams Officer UK Webinar - March 13 2025,3/11/25 11:40,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,33529,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - October 17 2024,10/17/24 6:54,,,Not Started,0,0,,33529,UK,
Exams Officer UK Webinar - September 26 2024,9/20/24 13:44,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,33529,UK,
BTEC cohort declaration and VQ Learner Tracker Recording December 24,1/29/25 12:38,1/29/25 12:38,1/29/25 12:38,Completed,100,11.32,,20442,UK,
Exams Officer UK Webinar - September 26 2024,9/26/24 8:55,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,20442,UK,
Exams Officer UK Webinar - January 18 2024,1/9/24 10:05,1/17/25 11:29,1/17/25 11:29,Completed,100,0.53,,2587,UK,
Exams Officer UK Webinar - November 14 2024,11/5/24 12:29,,,Not Started,0,0,,16511,UK,
Recording of the Exams Officer International Webinar - October 24 2024,10/15/24 5:52,,,Not Started,0,0,,91242,Egypt,
Exams Officer UK Webinar - March 13 2025,3/7/25 10:04,,,Not Started,0,0,,13429,UK,
BTEC Bitesize Module 13: Post-Results Services (2023/24),1/26/25 14:05,,,Not Started,0,0,,,Spain,
EO International Webinar - 10th April 2025,1/26/25 14:03,,,Not Started,0,0,,,Spain,
EO International Webinar - 10th July 2025,1/26/25 14:03,,,Not Started,0,0,,,Spain,
Edexcel Online: Late Cash-in process,1/26/25 14:05,,,Not Started,0,0,,,Spain,
GQ/BTEC Bitesize (International) Modified Papers 2024/2025,1/26/25 14:05,,,Not Started,0,0,,,Spain,
International GQ Bitesize  Module 9 : Post Results Services 2023-2024,1/26/25 14:05,,,Not Started,0,0,,,Spain,
PEIC Bitesize - Learner Work Transfer 2023/24,1/26/25 14:04,,,Not Started,0,0,,,Spain,
PEIC Bitesize - Malpractice 2023/24,1/26/25 14:04,,,Not Started,0,0,,,Spain,
Recording of the EO International Webinar - 12 December 2024,1/26/25 14:03,,,Not Started,0,0,,,Spain,
Recording of the EO International Webinar - 13 February 2025,1/26/25 14:03,,,Not Started,0,0,,,Spain,
Recording of the Exams Officer International Webinar - October 24 2024,1/26/25 14:04,,,Not Started,0,0,,,Spain,
ResultsPlus: Accessing individual student results,1/26/25 14:05,,,Not Started,0,0,,,Spain,
Understanding Modular Cash in Codes and Entries for Pearson International GCSE,4/30/25 16:09,,,Not Started,0,0,,,Spain,
Welcome to Pearson - New to role Exams Officer (International),1/26/25 14:03,,,Not Started,0,0,,,Spain,
Understanding Modular Cash in Codes and Entries for Pearson International GCSE,5/5/25 19:12,,,Not Started,0,0,,97829,Egypt,
Exams Officer UK Webinar - May 1st 2025,4/29/25 9:57,,,Not Started,0,0,,10399,UK,
Exams Officer UK Webinar - November 14 2024,10/21/24 12:47,,,Not Started,0,0,,10399,UK,
GQ Bitesize (UK) Module 7: Getting ready for results 2022/2023,6/13/23 7:27,1/25/24 13:03,,In Progress,0,8.23,0,10399,UK,
Recording of Exams Officer UK Webinar - October 2024,10/21/24 12:49,10/21/24 12:49,10/21/24 13:13,Completed,100,73.72,,10399,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,14429,UK,
Understanding Modular Cash in Codes and Entries for Pearson International GCSE,4/30/25 7:22,,,Not Started,0,0,,96971,Jordan,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/13/25 8:34,,,Not Started,0,0,,12712,UK,
BTEC Bitesize: Intro to BTEC (2024/25),1/31/25 11:17,1/31/25 11:17,1/31/25 11:25,Completed,100,7.87,40,,UK,
BTEC Bitesize: Registrations (2024/25),1/31/25 11:26,1/31/25 11:26,,In Progress,0,3,0,,UK,
Welcome to Pearson - New to role Exams Officer ,5/6/25 12:44,,,Not Started,0,0,,56603,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,44103,UK,
Exams Officer UK Webinar - April 3rd 2025,3/20/25 13:53,,,Not Started,0,0,,12222,UK,
Exams Officer UK Webinar - March 13 2025,2/25/25 10:22,,,Not Started,0,0,,12222,UK,
Exams Officer UK Webinar - November 14 2024,11/5/24 13:06,,,Not Started,0,0,,12222,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/28/25 15:05,,,Not Started,0,0,,12222,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,12924,UK,
Recording of the EO International Webinar - 13 February 2025,2/11/25 14:19,2/13/25 9:00,2/13/25 10:00,Completed,0,60,,67216,Jersey,
BTEC Bitesize: Intro to BTEC (2024/25),3/23/25 17:53,3/23/25 18:21,3/23/25 18:22,Completed,100,24.07,4,64809,UK,
Exams Officer UK Webinar - March 13 2025,2/27/25 15:04,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,64809,UK,Thank you for attending our EO Webinar for March 2025
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,39337,UK,
GQ Bitesize (UK) Exam Administration 2024/2025,10/31/24 12:38,,,Not Started,0,0,,,UK,
Welcome to Pearson - New to role Exams Officer ,11/22/24 16:02,11/22/24 16:02,,In Progress,78.57,143.85,,11320,UK,
Recording of the EO International Webinar - 12 December 2024,1/23/25 10:58,1/23/25 10:58,1/23/25 11:35,Completed,100,57.53,,97625,Spain,
Recording of the EO International Webinar - 13 February 2025,2/10/25 10:01,2/13/25 9:00,2/13/25 10:00,Completed,0,60,,97625,Spain,
Recording of the Exams Officer International Webinar - October 24 2024,12/10/24 10:49,12/10/24 10:49,12/10/24 10:49,Completed,100,68.7,,97625,Spain,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,22111,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,4/30/25 11:25,4/30/25 13:27,Completed,100,144.89000000000001,,57155,UK,
Exams Officer UK Webinar - 16 January 2025,1/9/25 12:52,,,Not Started,0,0,,42947,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,50751,UK,
Welcome to Pearson - New to role Exams Officer ,11/29/24 18:03,11/29/24 18:03,11/29/24 18:23,Completed,100,142.75,,14733,UK,
Recording of the Exams Officer International Webinar - October 24 2024,2/27/25 15:30,2/27/25 15:30,2/27/25 15:30,Completed,100,31.65,,95064,Ghana,
International Customer Onboarding,4/8/25 9:53,4/25/25 23:54,4/26/25 0:02,Completed,100,8.73,,,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,29265,UK,
Welcome to Pearson - New to role Exams Officer ,5/6/25 12:44,,,Not Started,0,0,,48255,UK,
Welcome to Pearson - New to role Exams Officer ,3/19/24 12:54,,,Unenrolled,0,0,,14701,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,25300,UK,
Exams Officer UK Webinar - 12 December 2024,11/22/24 14:40,,,Not Started,0,0,,28228,UK,
Exams Officer UK Webinar - April 3rd 2025,3/19/25 7:46,,,Not Started,0,0,,15247,UK,
Exams Officer UK Webinar - September 26 2024,9/16/24 12:51,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,15247,UK,
Recording of Exams Officer UK Webinar - April 3rd 2025,4/8/25 12:51,4/8/25 12:51,,In Progress,50,21.15,0,15247,UK,
Exams Officer UK Webinar - May 1st 2025,5/1/25 10:34,,,Not Started,0,0,,16707,UK,
Centre Declaration of Interest,1/28/25 14:49,1/28/25 14:49,1/28/25 14:49,Completed,100,6.08,,46711,UK,
Exams Officer UK Webinar - March 13 2025,3/11/25 16:24,,,Not Started,0,0,,46711,UK,
Centre Declaration of Interest,9/16/24 8:57,9/16/24 8:57,9/16/24 8:57,Completed,100,0.17,,65340,UK,
Exams Officer UK Webinar - September 26 2024,9/16/24 8:50,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,65340,UK,
ResultsPlus: Accessing individual student results,9/16/24 8:53,,,Not Started,0,0,,65340,UK,
VQ Learner Tracker and Claims Webinar,9/16/24 8:53,9/16/24 8:54,9/16/24 8:54,Completed,100,2.1,,65340,UK,
Welcome to Pearson - New to role Exams Officer ,9/16/24 8:57,9/16/24 8:57,9/16/24 13:10,Completed,100,232,,65340,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,62245,UK,
Exams Officer UK Webinar - 12 December 2024,10/25/24 9:18,12/12/24 14:00,12/12/24 15:00,Completed,100,60,,39145,UK,
Exams Officer UK Webinar - 16 January 2025,1/9/25 15:09,1/16/25 14:00,1/16/25 15:00,Completed,100,60,,39145,UK,attended live event
Exams Officer UK Webinar - April 3rd 2025,3/18/25 9:19,,,Not Started,0,0,,39145,UK,
Exams Officer UK Webinar - June 12th 2025,3/18/25 9:19,,,Not Started,0,0,,39145,UK,
Exams Officer UK Webinar - March 13 2025,1/9/25 15:12,,,Not Started,0,0,,39145,UK,
Exams Officer UK Webinar - May 1st 2025,3/18/25 9:19,,,Not Started,0,0,,39145,UK,
Exams Officer UK Webinar - October 17 2024,10/14/24 11:08,10/17/24 13:00,10/17/24 14:00,Completed,100,60,,39145,UK,
Exams Officer UK Webinar - September 26 2024,9/12/24 15:20,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,39145,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/9/25 15:10,2/13/25 14:00,2/13/25 15:00,Completed,0,60,,39145,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,10253,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,4/30/25 10:44,,In Progress,7.14,5.7,,12349,UK,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:30,,,Not Started,0,0,,33423,UK,
Exams Officer UK Webinar - November 14 2024,11/7/24 14:37,,,Not Started,0,0,,18343,UK,
Exams Officer UK Webinar - 16 January 2025,1/13/25 11:00,1/16/25 14:00,1/16/25 15:00,Completed,100,60,,13357,UK,attended live event
Exams Officer UK Webinar - March 13 2025,2/27/25 10:51,,,Not Started,0,0,,13357,UK,
Exams Officer UK Webinar - May 1st 2025,4/22/25 7:39,,,Not Started,0,0,,13357,UK,
Exams Officer UK Webinar - October 17 2024,10/14/24 13:08,10/17/24 13:00,10/17/24 14:00,Completed,100,60,,13357,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/13/25 9:23,,,Not Started,0,0,,13357,UK,
,3/24/23 15:07,5/29/24 17:53,,In Progress,20,1274.17,40,37451,UK,
BTEC Bitesize Module 1: Intro to BTEC (2022/23),3/24/23 15:07,5/29/24 17:53,9/8/24 12:38,Completed,100,19.950000000000003,40,37451,UK,
BTEC Bitesize Module 2: Registrations (2022/23),3/24/23 15:07,9/8/24 12:38,,In Progress,0,420.95,0,37451,UK,
BTEC Bitesize Module 3: Entries & External Assessments (2022/23),3/24/23 15:07,9/8/24 13:37,,In Progress,0,833.27,0,37451,UK,
BTEC Bitesize Module 8: Making Claims (BTEC Results) (2022/23),3/24/23 15:07,,,Not Started,0,0,,37451,UK,
BTEC Bitesize Module 9: Eligibility (2022/23),3/24/23 15:07,,,Not Started,0,0,,37451,UK,
Exams Officer UK Webinar - May 1st 2025,4/28/25 8:57,,,Not Started,0,0,,37451,UK,
Exams Officer UK Webinar - September 26 2024,9/19/24 8:03,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,37451,UK,
Exams Officer UK Webinar - 16 January 2025,1/9/25 13:43,1/16/25 14:00,1/16/25 15:00,Completed,100,60,,20901,UK,attended live event
Exams Officer UK Webinar - March 13 2025,1/9/25 13:49,,,Not Started,0,0,,20901,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/9/25 13:46,,,Not Started,0,0,,20901,UK,
Exams Officer UK Webinar - March 13 2025,3/13/25 13:52,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,13429,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - November 14 2024,11/5/24 12:12,,,Not Started,0,0,,16409,UK,
PEIC Bitesize - Access Arrangements 2023/24,12/10/24 11:15,,,Not Started,0,0,,85315,Spain,
PEIC Bitesize - Entries and Amendments 2023/24,12/10/24 11:15,5/5/25 11:27,,In Progress,0,18.83,0,85315,Spain,
PEIC Bitesize - Extended Certification 2023/24,12/10/24 11:15,,,Not Started,0,0,,85315,Spain,
PEIC Bitesize - Learner Work Transfer 2023/24,12/10/24 11:15,,,Not Started,0,0,,85315,Spain,
PEIC Bitesize - Malpractice 2023/24,12/10/24 11:15,,,Not Started,0,0,,85315,Spain,
PEIC Bitesize - Modified Papers 2023/24,12/10/24 11:15,,,Not Started,0,0,,85315,Spain,
PEIC Bitesize - Special Consideration 2023/24,12/10/24 11:15,,,Not Started,0,0,,85315,Spain,
PEIC Bitesize - Test inspections 2023/24,12/10/24 11:15,2/7/25 13:12,2/7/25 13:15,Completed,100,2.95,30,85315,Spain,
Recording of the EO International Webinar - 12 December 2024,2/7/25 13:09,2/7/25 13:09,2/7/25 13:11,Completed,100,2,,85315,Spain,
Welcome to Pearson - New to role Exams Officer ,4/28/25 8:39,4/28/25 8:39,,In Progress,0,7.1,,47199,UK,
Exams Officer UK Webinar - September 26 2024,9/13/24 8:44,,,Not Started,0,0,,14517,UK,
Exams Officer UK Webinar - March 13 2025,2/27/25 15:23,,,Not Started,0,0,,29355,UK,
Exams Officer UK Webinar - September 26 2024,9/17/24 14:30,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,29355,UK,
Bitesize Training - Pearson Onscreen Platform (POP Offline & Online) (2024/25),3/20/25 12:21,3/20/25 12:21,,In Progress,0,7,0,17261,UK,
Exams Officer UK Webinar - 12 December 2024,11/28/24 13:11,,,Not Started,0,0,,17261,UK,
Exams Officer UK Webinar - 16 January 2025,12/6/24 13:07,1/16/25 14:00,1/16/25 15:00,Completed,100,60,,17261,UK,attended live event
Exams Officer UK Webinar - November 14 2024,11/14/24 15:52,,,Not Started,0,0,,17261,UK,
Recording of Exams Officer UK Webinar - November 2024,11/28/24 12:18,11/28/24 12:18,11/28/24 12:40,Completed,100,49.92,,17261,UK,
Recording of Exams Officer UK Webinar - October 2024,11/14/24 15:53,11/14/24 15:53,11/15/24 11:26,Completed,100,52.87,,17261,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/15/25 12:06,,,Not Started,0,0,,17261,UK,
Welcome to Pearson - New to role Exams Officer ,5/6/25 12:44,,,Not Started,0,0,,49039,UK,
Recording of Exams Officer UK Webinar - December 2024,1/15/25 13:58,1/15/25 13:58,,In Progress,0,305.02,,55240,UK,
Cohort Declaration walkthrough,1/17/25 13:16,1/17/25 13:16,,In Progress,50,7.18,,12407,UK,
Exams Officer UK Webinar - March 13 2025,1/17/25 13:33,,,Not Started,0,0,,12407,UK,
Recording of Exams Officer UK Webinar - December 2024,1/17/25 13:31,1/17/25 13:32,,In Progress,0,0.42,,12407,UK,
Recording of Exams Officer UK Webinar - January 2025,1/17/25 13:32,1/17/25 13:32,2/13/25 10:51,Completed,100,86.72,,12407,UK,
Recording of Exams Officer UK Webinar - November 2024,1/17/25 13:31,1/17/25 13:31,,In Progress,0,0.6,,12407,UK,
Recording of Exams Officer UK Webinar - October 2024,1/17/25 13:29,1/17/25 13:29,,In Progress,0,1.27,,12407,UK,
Recording of Exams Officer UK Webinar - September 2024,1/17/25 13:23,1/17/25 13:24,1/17/25 13:26,Completed,100,5.48,,12407,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/17/25 13:33,,,Not Started,0,0,,12407,UK,
Centre Declaration of Interest,12/16/24 14:45,12/16/24 14:45,12/16/24 14:45,Completed,100,0.33,,36224,UK,
Exams Officer UK Webinar - May 1st 2025,4/28/25 10:03,,,Not Started,0,0,,13315,UK,
BTEC Tech Award  - Understanding the terminal rule,11/27/24 13:23,11/27/24 13:22,11/27/24 13:22,Completed,100,27.27,,17121,UK,
Centre Declaration of Interest,11/15/24 11:58,11/15/24 11:57,11/15/24 11:57,Completed,100,11.35,,17121,UK,
Exams Officer UK Webinar - April 3rd 2025,3/26/25 11:34,,,Not Started,0,0,,17121,UK,
BTEC Bitesize Module 2: Registrations (2023/24),4/23/24 11:17,4/23/24 11:17,,In Progress,0,0.5,0,42345,UK,
Exams Officer UK Webinar - 16 January 2025,1/9/25 12:39,,,Not Started,0,0,,42345,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/9/25 12:40,,,Not Started,0,0,,42345,UK,
Exams Officer UK Webinar - 12 December 2024,11/26/24 14:25,,,Not Started,0,0,,37104,UK,
Exams Officer UK Webinar - March 13 2025,2/13/25 14:42,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,37104,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - May 1st 2025,4/29/25 18:33,,,Not Started,0,0,,37104,UK,
Recording of Exams Officer UK Webinar - November 2024,11/26/24 13:29,11/26/24 13:29,11/26/24 13:55,Completed,100,48.67,,37104,UK,
Centre Declaration of Interest,11/7/24 9:49,11/7/24 9:49,11/7/24 9:49,Completed,100,17.8,,40521,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/11/25 14:45,2/13/25 14:00,2/13/25 15:00,Completed,0,60,,40521,UK,
Centre Declaration of Interest,3/13/25 9:30,3/13/25 9:30,3/13/25 9:30,Completed,100,6.53,,20155,UK,
International Customer Onboarding,1/9/25 11:43,1/9/25 12:39,1/9/25 12:39,Completed,100,46.67,,,UK,
PEIC Bitesize - Access Arrangements 2023/24,2/4/25 13:16,2/4/25 13:16,2/4/25 13:25,Completed,100,9.6,30,,UK,
PEIC Bitesize - Learner Work Transfer 2023/24,2/4/25 13:26,2/4/25 13:27,2/4/25 13:50,Completed,100,23.47,30,,UK,
Recording of International Exams Officer Webinar - March 28th 2024,7/16/24 13:52,7/16/24 13:52,7/16/24 13:52,Completed,100,1.05,,,UK,
Exams Officer UK Webinar - 12 December 2024,11/21/24 10:46,,,Not Started,0,0,,33703,UK,
Exams Officer UK Webinar - 16 January 2025,1/13/25 9:44,1/16/25 14:00,1/16/25 15:00,Completed,100,60,,33703,UK,Attended live event
Exams Officer UK Webinar - April 3rd 2025,3/21/25 8:26,,,Not Started,0,0,,33703,UK,
Exams Officer UK Webinar - March 13 2025,1/13/25 9:46,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,33703,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - May 1st 2025,5/1/25 9:16,,,Not Started,0,0,,33703,UK,
Exams Officer UK Webinar - October 17 2024,10/10/24 7:34,,,Not Started,0,0,,33703,UK,
Exams Officer UK Webinar - September 26 2024,9/25/24 15:03,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,33703,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/13/25 9:45,,,Not Started,0,0,,33703,UK,
Exams Officer UK Webinar - 16 January 2025,1/9/25 12:32,,,Not Started,0,0,,14140,UK,
Understanding Modular Cash in Codes and Entries for Pearson International GCSE,5/3/25 11:26,,,Not Started,0,0,,94129,Burundi,
Welcome to Pearson - New to role Exams Officer ,5/6/25 12:44,,,Not Started,0,0,,58303,UK,
Exams Officer UK Webinar - September 26 2024,9/12/24 18:44,,,Not Started,0,0,,11231,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/28/25 22:04,,,Not Started,0,0,,11231,UK,
Exams Officer UK Webinar - 12 December 2024,11/25/24 15:21,12/12/24 14:00,12/12/24 15:00,Completed,100,60,,15164,UK,
Exams Officer UK Webinar - April 3rd 2025,4/2/25 13:56,,,Not Started,0,0,,15164,UK,
Exams Officer UK Webinar - March 13 2025,2/12/25 15:56,,,Not Started,0,0,,15164,UK,
Exams Officer UK Webinar - October 17 2024,10/10/24 11:02,10/17/24 13:00,10/17/24 14:00,Completed,100,60,,15164,UK,
Exams Officer UK Webinar - September 26 2024,9/12/24 15:22,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,15164,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/9/25 13:13,,,Not Started,0,0,,15164,UK,
